,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
3229332,5.0,,True,"09 22, 2017",A1P0H41Q557CUE,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jason M,"I have kids that don't like to keep thier hands off of things that are not meant for them to play with. (I.E. dads wireless keyboard) I went with a cheaper model so when they inevitably stomp on it, drop it, or spill something on it I won't be too heartbroken. Setup was easy... Plug in the usb dongle, remove the little tags from the surprise included batteries, turn them on and your set!! (On windows 10 at least). Very next day your son deciceds to drive his 1970s model Tonka dumptruck over the keyboard a few times, THEN proceeds to DROP said Tonka on top when he realizes hes been caught. Bet your envisioning keys everywhere, cracked plastic and death to my fancy new wireless keyboard huh?  Nope!! 1 little scratch of the paint on the Win key! Not a stuck or broken key everything works flawlessly. Now don't go buying this thinking its indestructable, Can pretty much assure you it has a weakness, they all do, my kids just haven't found it yet! Surprising little tidbit I read on the box and not in the description; the keyboard batteries last up to 36 months and the mouse goes for 18. If I get 6 months outta the (not advertised) included batteries Ill be a happy camper. My old set was lucky to get a month!! Anyhow everything with this set has surpassed my expectations by leaps and bounds. Its light, comfortable, and works fantastically from my couch (12 or so feet from the pc). Im not a power user or super gamer so did not need all the programable buttons and whatnot some of the more costly models include. But I am a cordcutter and my PC is mostly used for tv and movies. The volume keys are awesome for that. And i do like the other function keys. So for the price and features this is a deal and a half to me. Should this one get destroyed by my children I will definately reorder the same.",Tonka Tested....Daddy approved!!,1506038400,
3229336,5.0,,True,"09 20, 2017",A3RPZNIUWUPHD4,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Michael E. Newton,Out standing key board,Five Stars,1505865600,
3229337,4.0,,True,"09 20, 2017",A3LR087NH59AGP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Dubya,"Our experience has been that these are more reliable than the K320 or K330.  We deployed 10 of them, have not had any complaints.","Work well, good price.",1505865600,
3229338,1.0,,False,"09 19, 2017",A2LEOTHRZ2M0WK,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mgopher,"Mouse only works within three feet of dongle. Mouse causes random functions, attempted a format of system disc. Keyboard only works within six feet of dongle, random dropouts, wrong characters. Not only a pos but dangerous to use. Do not risk using.","Mouse causes random functions, attempted a format of system disc",1505779200,
3229344,5.0,3,True,"09 17, 2017",AYUGOGRO44BUW,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Undecidedly,"<div id=""video-block-RFAJY78FOJQE2"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1g%2BRJdlwTS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/91U8hlbSiNS.png"" class=""video-slate-img-url"">&nbsp;Definitely the easiest set up ever for anyone. Just plug and play. I tried a different one from a different company on amazon and did not notice how bad the reviews were: https://www.amazon.com/gp/product/B00QRPPCMI/ref=oh_aui_search_detailpage?ie=UTF8&psc=1
When I got that other one I tried getting help with it but all I got was a like for the manufacture with like 50 different down load files i had to read and figure out how it worked. Was way too complicated and just gave up on it. Was a waste of my time and money.",Plug and Play Set UP.,1505606400,
3229345,3.0,,True,"09 15, 2017",A1L1FH8ETDLAMY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Marcia Purse,"Can't say I'm thrilled with this. It's smaller than the keyboard I'm used to, so I *frequently* get my fingers on the wrong keys. And the mouse's wheel click doesn't work, which is a massive pain in the ass. I only used the mouse for half an hour before putting my old mouse back on. I'd be curious to hear from Logitech whether the wheel click is supposed to work or not, and if so, whether mine is defective or I have to activate it somehow.",Keyboard undersized; glad I had a spare mouse,1505433600,
3229346,5.0,,True,"09 15, 2017",A3MAUKJ9VBBP3F,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Martina,Love this! Works great and no wires!,Five Stars,1505433600,
3229347,5.0,,True,"09 15, 2017",A2NAIE64WOLZC6,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},tvlgds,"Mine has worked beautifully since I got it 2 1/2 yrs ago and I JUST changed the batteries this morning for the first time. It's for my work computer which I use 8 plus hrs. a day, so I'd say that's pretty darn good. Just the external mouse alone that I use for my home laptop eats batteries like crazy.",Love it!,1505433600,
3229357,5.0,,True,"09 14, 2017",AEN44U6T9R93,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},uktravailer,"Easy to install and even comes with batteries!
The keyboard feels fantastic compared to my old GE keyboard that finally gave up. Wish I had bought this earlier.",Great keyboard and mouse combo,1505347200,
3229358,5.0,,True,"09 13, 2017",A13VPCKCFR8B1L,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},MC,love it,Five Stars,1505260800,
3229359,1.0,,False,"09 12, 2017",A36H2Z21I7WNJ0,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},M. Dandeneau,"I got a good deal on this combo, but in hindsight it wasn't worth it. First, the version I received was NOT the unifying receiver set. Second, the mouse tracks poorly, as if the optical isn't quite set correctly. Also, the spin wheel on the mouse goes backwards a step or two before moving forward--very annoying.
This is the first Logitech product (of perhaps a dozen) that I have owned that has disappointed me, and I really hope that the company won't keep going in this direction.","Mouse is poor, and no unifying receiver. Not worth the money.",1505174400,
3229365,5.0,,True,"09 10, 2017",A32RAMHPZ38XX0,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Lulu Moretti,Works perfectly. Love it.,Works perfectly. Love it.,1505001600,
3229366,5.0,,True,"09 9, 2017",A4DI6DFCR7KJP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Brent Papworth,"I have two Logitech MK270 keyboards; both are in use. I specifically wanted to mention that this keyboard works very well with the IOGEAR 2-Port USB VGA Cable KVM Switch, model GCS72U. I just plugged the Logitech nano receiver into one of the two USB-in ports on the switch and worked like a charm. One side is a Windows 10 laptop. The other side is a dual boot Ubuntu 14.04 and Windows 7. There's just one catch: the wireless keyboard doesn't work at the startup dual boot menu, so I have to use a hard-wired USB keyboard for that. The other thing I should mention is that the wireless signal is strong enough to make it through a wall and across the living room with no problem.",Great Signal Strength and Works with KVM,1504915200,
3229367,5.0,,False,"09 9, 2017",A11NBE3Q5C0PC9,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jimmy,"Works great, the connectivity is so easy and the range is great.",Five Stars,1504915200,
3229368,1.0,,True,"09 8, 2017",A3TVSONG8VQH9V,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Hanxiao Su,"The keystroke is longer than what I'm used to, and I have to slam the keys to get a reaction. And when I slam on the top right part of the keyboard (OP[]) it's really easy to accidentally hit the menu button. When I press Down arrow, Left arrow, and D key simultaneously (when gaming), the D-key action will not be triggered. Will request a return.",Worst keyboard I've used,1504828800,
3229372,5.0,,True,"09 6, 2017",ARC1M6QVF6H7H,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Customer,Mom loves it.,Five Stars,1504656000,
3229377,5.0,,True,"09 6, 2017",A2H4DI6F5IX6PA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Ray M.,Works well,Five Stars,1504656000,
3229378,5.0,,False,"09 5, 2017",A2KSZ8RKFT9FXK,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},A. Jenkins,I have 5 in operation for 30+ days and have no issues or complaints. Plug and play.,Plug and Play,1504569600,
3229379,5.0,,False,"09 5, 2017",A10BVWW4PPW1IA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},YvieB,So glad to find a mouse and keyboard that uses one dongle. Love it.,Awesome,1504569600,
3229380,1.0,,True,"09 5, 2017",A3HHT3OY8CPSG6,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},G.M.~,Cheap - dies quickly.  Bought this in February 2017 and keyboard AND mouse dead / inoperable by September 2017.,Cheap - dies within months.,1504569600,
3229381,5.0,,True,"09 5, 2017",ANWI0YVV7QLFG,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Owen L.,"As advertised.  Works great, easy to connect and we shall see if the battery life is ""as advertised.""  Great set.-0",Easy to connect / Works great,1504569600,
3229382,4.0,,False,"09 3, 2017",A2X0OK0F0BVIXH,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Ms chris,I love this full size keyboard also they paired up right out of the box the packaging could have been better though because I notice that the dongle had been just thrown in the box and came flying out as soon as I opened it up I'm just glad that it didn't get lost this also could have happened in transition otherwise everything turned out to be okay I haven't owned this unit long enough to give a complete and accurate review I will give a update after awhile. So far no problems this seems to be a very good keyboard and mouse combo,Finally A Full Size Keyboard and Mouse Combo,1504396800,
3229385,5.0,,True,"09 3, 2017",A10P2HRMO1FU95,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Michael Mooney,last a few years so i always have a few spare for work,Five Stars,1504396800,
3229386,5.0,,True,"09 2, 2017",AKLW0695R2W43,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},dRU Ravyn,"Surprisingly good quality for the price, easy plug-and-play installation.  Great for Raspberry Pi or Tablet keyboard.",Logitech wireless keyboard/mouse combo,1504310400,
3229387,5.0,,True,"08 31, 2017",A2ZA5IOHYOIT3K,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tim,still working and really like them..,Five Stars,1504137600,
3229388,1.0,,True,"08 31, 2017",A3FK078RF6JLLR,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mark Cooperstein,"Defective out of box. Makes ""ghost keys"", i.e.: you press a key and three other key characters appear etc.",One Star,1504137600,
3229389,4.0,,True,"08 30, 2017",A3QP83C50BO5F3,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Darthdaddy,"After about five feet, they don't connect to the USB dongle.",Short distances only,1504051200,
3229390,5.0,,True,"08 30, 2017",AIK2F7DV0T5RU,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mr Garak,I've had these items a few weeks and have no complaints.,As Advertised,1504051200,
3229391,5.0,,False,"08 29, 2017",A35EXX8NRARZNY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},MalverinFox,So far so Good.,Good keyboard and Mouse,1503964800,
3229393,4.0,,True,"08 29, 2017",A1JOFWPTG4J5FN,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},E. Goodwin,"Very nice combo, I bought them for the home and office.",Four Stars,1503964800,
3229394,5.0,,True,"08 29, 2017",A2XC7BM5RNFTZO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Customer,"I bought this to replace a Microsoft 800 keyboard I had purchased a few months earlier.  In that short time, the MS keyboard was having issues with keys sticking, and I'd had to pull key caps off to spray with silicone spray to get them working again.  I've hammered on my existing MK270 for over a year now for 8+ hours a day 5 days a week without any issues.  I just bought two more because I lost the Nano Receiver to my existing keyboard, and the replacement was going to cost $15 from Logitech.  These are $19.  The one I had was not the Unifying receiver one, which is probably why these are cheaper than other keyboards.  The key action is excellent, good solid feedback (I work in a lab, so have to type with latex gloves during my shift).  It's small enough that I can carry it to from work in a laptop case meant to carry a 17"" laptop.",Amazing keyboard for the price.,1503964800,
3229398,5.0,,True,"08 28, 2017",A3B269NCE1YRT8,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Gordon,"Great product, I recommend this.",Great product,1503878400,
3229399,4.0,,True,"08 27, 2017",A7XIFIJGHB1ZT,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Geekinhiemer,works well,Four Stars,1503792000,
3229400,2.0,,True,"08 27, 2017",A296HSLM1NN1DF,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},R,The first set was dead on delivery. Second is working for now.,Two Stars,1503792000,
3229401,5.0,,True,"08 26, 2017",A1G8L6RXVYFNUO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},VR,Easy to install and works great.,Easy to install and works great.,1503705600,
3229404,4.0,,True,"08 26, 2017",A37GMA085T6BBX,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},William E. Stevenson Jr,All items seem to be working well.,Four Stars,1503705600,
3229405,5.0,,True,"08 25, 2017",AZ8YML9QBV15H,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},mark,Basic but works well no problems just plug in the adapter to a USB port and go to work,Good buy,1503619200,
3229406,5.0,,True,"08 24, 2017",A16PLY7JZYSO6N,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Rachel Hazlewood,I've been using this for a few months in my office at work and i love them both!!! best purcase for my office yet! the only negative is that the caps lock light is not bright so you have to look close but its not a big deal becuase when you start typing you can easily tell,Great quality,1503532800,
3229407,2.0,,True,"08 24, 2017",A15DHHT16QOD94,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},brian woolf,"When it works it's amazing but the range is absolutely trash. I've got this connected to my HTC which sits right below my tv with nothing blocking it. And well I only get about 5 feet of range before things get very choppy.

I've done everything I can to minimize interference and yet the range hasn't gotten any better. I might have to relegate this to backup since it was so cheap it's not really worth returning.",Poor range,1503532800,
3229408,5.0,,False,"08 24, 2017",A26Q5CXCV9O2OR,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Gene,Works great very good price,Logitech Wireless Keyboard and Mouse,1503532800,
3229409,5.0,,True,"08 23, 2017",A2K1M721XNXQHV,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},J. W. Livingston Jr.,"Great device combination, cheap price. I bought this pair because the keyboard in my laptop didn't operate reliably, and I needed that function to work for me without problems. This pair appealed to me for two reasons: first, it was wireless, so as long as I had a spare USB port for its dongle, which I did, I was in business. Second, it was so inexpensive that I assessed that I could buy it on speculation, and not feel badly about tossing it if it didn't do the job for me. As it happened, it has worked so well that I purchased another set, so that I could leave one at home and one on my campus, and avoid packing it when I went from home to campus. Oh, and, the feel of the keys is quite satisfying, in contrast to the laptop's own, and the mouse beats its touchpad utterly. What's not to like?","Great Device Combination, Cheap Price.",1503446400,
3229410,2.0,,True,"08 22, 2017",A218YFET2KIMI6,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Kristin Morin,I should've spent more money on the one I really wanted.  There seems to be a delay when I'm typing or editing pics.  Super annoying...,Super annoying.,1503360000,
3229411,2.0,,True,"08 22, 2017",AI6WZ32DV9E5K,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},eggo,"As a previous reviewer noted, there are two versions of the mk 270. This was listed as being a unifying receiever model, but I received a nano receiver that is not a unifying receiver. Since I don't have other logitech products I'm trying to sync, I don't care too much, but this is not how the listing advertising this product.

That being said, the product seems to work pretty well -- the keyboard is decent for a $20 keyboard, the mouse is a little small but works, set up was painless, etc. Worked well with my cranky old desktop upgraded to W10 last year.",MK 270 -- not unifying receiver,1503360000,
3229412,4.0,,False,"08 21, 2017",A300HQA69LBCWP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Davis,worked great until i lost the tiny little usb for it. Once you lose that you might as well trash the keyboard and mouse.,dont lose the usb,1503273600,
3229413,1.0,,True,"08 21, 2017",A1NMMKYAIACOHS,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Joe zhang,mouse roller not working for half year. !!!!!! my old mouse that I bought 8 years ago still working fine but this stop working less than a year!,my old mouse that I bought 8 years ago still working fine but this stop working less than a year,1503273600,
3229414,5.0,,True,"08 21, 2017",A32XOMV7BP9T9,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Karl Stroud,Its small enough to be portable but large enough not to give you a hard time when your using it. I wouldn't use it for gaming but it's more than adequate for my programming job and it's been dropped more than once over the years. The batteries last for a while as well.,Decent range and holds up well,1503273600,
3229415,5.0,,True,"08 20, 2017",A20RL6PHLE5D4J,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Spiker,"Great low-cost wireless mouse and keyboard combo. Both components have an on-off switch, which I like. Works great with my Dell Latitude and DisplayLink adapter.",Can't Beat This for the $$,1503187200,
3229416,3.0,,True,"08 20, 2017",A3P4IYLDOW83MI,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Matthew Choyce,"This keyboard and mouse is about what you would expect for the price. It has a lot of connectivity issues to the dongle. It's also made of fairly cheap plastic and feels like it for sure.

It's not a bad product, but I wouldn't use this as my regular keyboard and mouse for sure.","Okay Keyboard & Mouse Combo, Not Great Though.",1503187200,
3229417,3.0,,True,"08 19, 2017",A296NQU5FWDQD6,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Tim Pheil,Got it for a TVPC. Kept dropping the signal from 12ft. Got a longer range one. If your need is across the room. Get a 10M one.,Got it for a TVPC. Kept dropping the signal ...,1503100800,
3229418,5.0,,True,"08 19, 2017",AJU6XXW8H6NRG,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},zinger,"Never thought I would go to wireless keyboard and mouse but after upgrading my computer I decided it would clean up the wire mess to go wireless. It worked out fine and the keyboard and mouse were easy to set up. I am not a gamer, but I do use my PC daily for a couple hours, we'll see how the battery life works out. So far I am happy and would recommend!",Good set up!,1503100800,
3229419,5.0,,True,"08 19, 2017",AMD2G4GPG613I,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},peter,suites my needs,Five Stars,1503100800,
3229420,4.0,,True,"08 18, 2017",A1LYOBSJUVIXA,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},WEV,Works as it should. Replaced another lesser known brand that started acting up for some reason.,So far so good,1503014400,
3229421,5.0,,True,"08 18, 2017",A3HALR9PGFOWRK,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},dongkilkang,Great!,Five Stars,1503014400,
3229422,5.0,,True,"08 17, 2017",A1YOEIE4VK6GGC,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},M. Ruiz,worked,Five Stars,1502928000,
3229423,5.0,,False,"08 17, 2017",A1RJSOLOR6NZHP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jinsong D.,"Plug and play, works good.","plug and play, works good",1502928000,
3229424,4.0,,True,"08 16, 2017",A12FH8GTLTPA6N,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Bob Barker,"Amazing value for a wireless keyboard and mouse.  Keys are just a bit ""loose/sloppy"" for my liking.... otherwise perfect.",Good value wireless keyboard/mouse.,1502841600,
3229425,5.0,,True,"08 16, 2017",A26PO1K1DTRDYM,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},MattSimpson,I've owned other wireless keyboards and there was always a delay between hitting a button and having that button show up on the screen. I'm a very fast typer and there is no delay. I've used this keyboard 30 feet away from the computer and it continues to type. Great product for price.,Great product for price,1502841600,
3229426,2.0,,False,"08 14, 2017",AW890DY56GJ38,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},TG503,Mouse was way too small,Mouse was way too small,1502668800,
3229427,5.0,,True,"08 14, 2017",A33CY2JBGBQOBH,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},R. W. Tether,Works great. Really enjoy the freedom.,Five Stars,1502668800,
3229428,5.0,,False,"08 14, 2017",A39Z414DMOE6LY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Carlos V.,Great !!!!!!!!!!,Five Stars,1502668800,
3229429,2.0,,True,"08 14, 2017",A1JWK5Y1EBN15V,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},EAM29,There is sometimes a lag from keyboard and mouse.  It appears there is a glitch.  So far not overly impressed with this Logitech set.,There is sometimes a lag from keyboard and mouse. ...,1502668800,
3229430,5.0,,True,"08 13, 2017",A1U0BFAIQ484ET,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},richard preslar,works,Five Stars,1502582400,
3229431,2.0,,False,"08 13, 2017",A1WCFLH5HMHZFU,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},photon,"Keyboard is light and functional, but I have issues with the mouse.
The normal click (Left Click) needs to be repeated often 2-3 times. This is very annoying, but I had to travel and it's now past the return window.",The mouse has issues,1502582400,
3229432,5.0,,False,"08 13, 2017",A1F6YNFB8PK2CU,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Lyssandra,"The keyboard is great - no problems after a month or so of use. The mouse is a little small, was giving me wrist problems, so I switched back to a larger gaming mouse. One thing to note - even if the mouse is turned off, it will still send pings to your computer which will wake it up if it's sleeping. I set the mouse to ""Do not allow this device to wake the computer"" and removed the batteries and have had no problems since.","Great keyboard, mouse a little small.",1502582400,
3229433,5.0,,True,"08 13, 2017",A1M2NW3BQZHLFV,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},JW Ideas,GReat budget set for students or cheap use for any items with Bluetooth connectivity of electronics,Great value,1502582400,
3229434,4.0,,True,"08 12, 2017",A208L1W3FCP0FR,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Brian L,"A bit small/tight, but it has worked with no flaws for me over the last 3 years",Four Stars,1502496000,
3229435,5.0,,False,"08 12, 2017",A1PUVQM8NAOQ7C,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},D. Falewicz,Great keyboard and mouse.  Works as soon as you plug in the USB receiver.  Easy and quick installation.  Best part no wires to get tangled!,Great keyboard and mouse,1502496000,
3229436,5.0,,True,"08 12, 2017",A20W28UXFJW7CY,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Bill Taylor,Very nice keyboard alot better then the one i had,great keyboard,1502496000,
3229437,5.0,,True,"08 11, 2017",A1FL7DHV7DG544,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Michael Liamkin,Very nice keyboard and mouse. It easily connected to my laptop and the receiver is very small - so it doesn't get in the way at all. Both items have an on/off switch which is very helpful for conserving the battery. Very good value for the price.,Very nice keyboard and mouse,1502409600,
3229438,4.0,,False,"08 11, 2017",ACA3MDJOIX6D1,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Lindsey,"Stopped working after 3 weeks. It sort of had issues from the start but I always thought it was because of my computer. I used it on 3 different operating systems windows 8, windows 10 and Ubuntu. When I resume the computer from sleep I have to change the ports 5 different times before it works. It started having issues only one one computer then it got more buggy and laggy, then I had to change the ports on the computers a few times before I could wake it up. Sad because it made my life easy having two computers on my desk (one for work and one pc) and I could have them share the keyboard mouse and monitors without much trouble.

Logitech replaced the faulty one. New one works great.",Had the first unit replaced.,1502409600,
3229439,5.0,,True,"08 11, 2017",A3EMQLSLCJ33N5,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},primetime,Perfect,Five Stars,1502409600,
3229440,4.0,,False,"08 11, 2017",A28JF83P3GTFEF,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Charles,"As usual, Logitech supplies quality at a good price. I have been using Logitech for 20 years -- never let me down.",Logitech supplies quality at a good price. I have been using Logitech for 20 ...,1502409600,
3229441,5.0,,True,"08 11, 2017",A3D8ZB0INJ6DQ8,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Calcman,"Just got this keyboard/mouse and really like it.  In particular, I like the fact that there is a ""Caps lock"" light.  My last keyboard, which cost double this one, didn't have that light and it drove me nuts.  I'm a slow typist and the keyboard has a nice feel for me.  I don't know how a fast typist would like it.  Overall, I'm glad I bought this combo!",Just got this keyboard/mouse and really like it. In particular,1502409600,
3229442,5.0,,True,"08 10, 2017",A1V6065V7PF1ZN,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Steven Watson,Exactly as described,"works great with my Rpi3 in raspian and emulation station, retro pie etc.",1502323200,
3229443,5.0,,False,"08 10, 2017",A1DJ47WA7CQA7F,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mikki,The value of this combo is great but the keyboard does click a bit more than expected. Feel of the keyboard and mouse are nice and they work great.,Simple but good,1502323200,
3229444,3.0,,False,"08 9, 2017",A13OAVVA7POVJW,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jay K.,"The mouse is excellent in terms of sensitivity and waking up from sleep. However, the keyboard sucks.  I am using the keyboard to type it now, and when it is fully awake and active, it works great.  However, after some period of inactivity, this keyboard must be going into battery save mode.  Either you have to press a button like 10 times or you have to lift it to wake it up, and this gets annoying.  I'm only 1 meter or 3 feet away from the keyboard wireless USB dongle.",The mouse is excellent in terms of sensitivity and waking up from sleep,1502236800,
3229445,5.0,,True,"08 9, 2017",A3MRAQJ2PYG64S,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Bubacat,as good as 50$ boards,Five Stars,1502236800,
3229446,3.0,,True,"08 7, 2017",A2CD9KWRWHQ741,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},DreadPirateWestley,"Not the best quality keyboard and mouse, but for the price it's worth it.  Works as expected.",Three Stars,1502064000,
3229447,5.0,,True,"08 7, 2017",A2M8JTIST6FPZZ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Customer,Simple wireless keyboard and mouse.  Didn't need anything fancy.  They work.,Simple wireless keyboard and mouse,1502064000,
3229448,4.0,,True,"08 7, 2017",A2TY0PGG23ITO,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Mahmoud Abdelmagid,"They were pretty nice, good for the price. I had bought them as a gift and the person who received them was mostly on a track pad and busted Laptop keyboard so this helped regain functionality on a mostly working laptop.",Was a gift...,1502064000,
3229449,2.0,,True,"08 6, 2017",AHGEQ7S288S0Q,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jim Beaucaire,Keys not as responsive as i would have thought and the batteries wear out too fast,Two Stars,1501977600,
3229450,5.0,,True,"08 6, 2017",AN9WEMSAAQ6GM,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},mike,"excellent keyboard, tactile and with great feedback.","Excellent keyboard, nice mouse.",1501977600,
3229451,5.0,,False,"08 5, 2017",A16K0JF4B8GTTP,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Steven R. Dutson,Great wireless keyboard and mouse at a great price.,Love my new wireless keyboard & mouse.,1501891200,
3229452,5.0,,True,"08 4, 2017",AW3EHQRAUH97D,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},jfebres,Excellent value for the price.,Five Stars,1501804800,
3229453,5.0,,False,"08 4, 2017",A2FRWJ4URXHA9N,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Lauren,Works great. Awesome buy for the price.,Great,1501804800,
3229454,4.0,,True,"08 3, 2017",A3JBMN4PPGOTFJ,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Jetters,I have both the K260 and MK270.  The only ding for either of these models is the need to move the USB dongle closer to the keyboard and mouse if you have a desktop that sits on the floor.  I always use these with a USB extension cord that still hides the dongle but places it at desktop level.,I have both the K260 and MK270. The only ...,1501718400,
3229455,5.0,,True,"08 1, 2017",AGVBQLSPA5S2Z,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},ben ashton,convenient,Five Stars,1501545600,
3229456,4.0,,False,"08 1, 2017",A8UMHQMCDYE4Q,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Chris Harper,HELP!  My mouse keeps going all over the place not where I want it.  Replace the battery and still does it. Keep having to pound (lightly) on my mouse pad to get the cursor where I need it till I need to move to new data.  I'm doing TONS of spread sheets and need the mouse to perform. I'm not that computer savvy so sure just something I'm not aware of.  Also someone stated that the mouse has a light when CAPs are on.  Mine does not  Got this set-up 5 weeks ago.  Have HP on my desktop for six years and no problems,Need HELP - Mouse issues,1501545600,
3229457,4.0,,True,"07 30, 2017",A18409QMZ6CMQD,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},steven roberts,"Thot it was all defective till I moved doggle from back of desktop case to top of case. Now that the components are about 18 inches from each other, it works perfect!","If trouble, Move Doddle closer to your keyboard and mouse",1501372800,
3229458,1.0,6,True,"07 29, 2017",AQVOYWO0687V9,B00BP5KOPA,{'Package Type:': ' Standard Packaging'},Amazon Customer,"I was really looking forward to this keyboard/mouse combo. It seemed like a great value for the price. I currently have 2 Logitech keyboards that I really like, but they are 3 times more expensive than this combo and don't include a mouse. I didn't expect them to have the same quality feel as what I currently have, but this was going to be used on my Surface Pro tablet when I run apps that require a standard keyboard.

The receiver was missing from first unit. Immediately requested a replacment and received it 2 days later. The receiver is mssing from it ALSO. Seems like QC at Logitech is sleeping on the job.

Beware!

Sending back for a refund.",Receivers missing from 2 different units.,1501286400,
